iter	Logloss
424	0.5182326169
425	0.5180911509
426	0.5179780961
427	0.5178258029
428	0.5176613731
429	0.5175222076
430	0.5174149735
431	0.5173500178
432	0.5171993679
433	0.5171050978
434	0.5170055275
435	0.5168947783
436	0.5167850811
437	0.516716367
438	0.5166602965
439	0.5165025396
440	0.5163827152
441	0.5162381721
442	0.5161175375
443	0.5159167521
444	0.5158491601
445	0.515750914
446	0.5155689315
447	0.5154470907
448	0.5153067851
449	0.5152439248
450	0.5151486611
451	0.5150123016
452	0.5148655664
453	0.514739368
454	0.5146238947
455	0.5144954663
456	0.514300885
457	0.5141430631
458	0.5139984188
459	0.513862767
460	0.513657113
461	0.5135344964
462	0.5133776819
463	0.5131853406
464	0.5130528317
465	0.51290058
466	0.5126966406
467	0.5125847463
468	0.5124337285
469	0.5123102668
470	0.5121701375
471	0.5120345919
472	0.5118316515
473	0.5117219757
474	0.5115245102
475	0.5113132552
476	0.5111538031
477	0.5110260818
478	0.5108798271
479	0.5107424254
480	0.5105629341
481	0.5104094403
482	0.5101901022
483	0.5100619384
484	0.5097924561
485	0.5096095079
486	0.5095370633
487	0.5093887156
488	0.5092500653
489	0.5090724113
490	0.5089471257
491	0.5087577702
492	0.50864101
493	0.5085285224
494	0.5083554471
495	0.5082176712
496	0.5080757599
497	0.5079352691
498	0.5078536512
499	0.5077118363
500	0.5076297128
501	0.5074601712
502	0.5072455983
503	0.5071040718
504	0.5070263617
505	0.5069209448
506	0.5067841541
507	0.5066317224
508	0.5065425054
509	0.5063883986
510	0.5062594358
511	0.5060904571
512	0.5059342818
513	0.505849737
514	0.505681396
515	0.5055639348
516	0.5053831794
517	0.5052952214
518	0.5051848695
519	0.5050210987
520	0.5048403682
521	0.5047047284
522	0.5046250206
523	0.5045036668
524	0.5043846331
525	0.5042841271
526	0.5042097993
527	0.504067663
528	0.5039632665
529	0.5038501928
530	0.5037134413
531	0.5036511317
532	0.503519248
533	0.5033729841
534	0.5031650859
535	0.5030573843
536	0.502915002
537	0.5027862543
538	0.5026473823
539	0.5025310719
540	0.5024287435
541	0.502348769
542	0.5022235043
543	0.5021053408
544	0.5020566833
545	0.5019410162
546	0.5018016308
547	0.5017195849
548	0.5015775554
549	0.501409688
550	0.5012929159
551	0.5011844656
552	0.5011376258
553	0.5010164228
554	0.5008666082
555	0.5007094056
556	0.5005771471
557	0.5005254554
558	0.5003590672
559	0.5002635357
560	0.5001513225
561	0.5000701537
562	0.4999100893
563	0.4998018076
564	0.4997203869
565	0.4995782165
566	0.4994673177
567	0.4992940265
568	0.4991978421
569	0.499041546
570	0.4989105536
571	0.4987269346
572	0.4985928421
573	0.4985089074
574	0.4984048017
575	0.4982608858
576	0.4981425371
577	0.4980773159
578	0.4979430863
579	0.4977998489
580	0.4976511713
581	0.4975426232
582	0.4974307515
583	0.4973145045
584	0.497166852
585	0.4970387506
586	0.4969157382
587	0.4967575048
588	0.4966810562
589	0.4965228308
590	0.4964859262
591	0.4964044358
592	0.4962617433
593	0.4961530927
594	0.4960377586
595	0.4959270564
596	0.4958188127
597	0.495665243
598	0.4955145835
599	0.4954095801
600	0.4953054259
601	0.4951865647
602	0.4950559565
603	0.4948951889
604	0.4947711133
605	0.4946908318
606	0.4945960686
607	0.4943997799
608	0.494306167
609	0.4941728183
610	0.4940881366
611	0.4939923457
612	0.4938928368
613	0.4937945277
614	0.4936657365
615	0.4935993514
616	0.4935285822
617	0.4934264695
618	0.49326613
619	0.4931926332
620	0.4930663355
621	0.4929360475
622	0.4927791915
623	0.4926131379
624	0.4925063104
625	0.4923778991
626	0.4923367019
627	0.4921698309
628	0.4921172147
629	0.4920223899
630	0.4918558058
631	0.4916901242
632	0.4916609224
633	0.4915251848
634	0.4913874037
635	0.4912587819
636	0.4911742653
637	0.4910723883
638	0.4909003296
639	0.4907633552
640	0.4905983197
641	0.4904860373
642	0.4904299892
643	0.4902914379
644	0.4901651321
645	0.489996339
646	0.489929473
647	0.4898267496
648	0.4896751979
649	0.4895578459
650	0.4894609162
651	0.4893461147
652	0.4892455927
653	0.4891538773
654	0.4890638213
655	0.488894618
656	0.4887645593
657	0.4886695856
658	0.4885782651
659	0.4884961236
660	0.4883921053
661	0.488269731
662	0.4881849562
663	0.4880103753
664	0.487890064
665	0.4877729913
666	0.4876080084
667	0.4874952477
668	0.4874171812
669	0.4873513705
670	0.4872509318
671	0.4871819255
672	0.4871059361
673	0.4869944583
674	0.4868591521
675	0.4867688011
676	0.4865978143
677	0.4865069458
678	0.4863919991
679	0.4863055879
680	0.4861842241
681	0.4860868927
682	0.4859775122
683	0.4858977581
684	0.4858283216
685	0.4857396088
686	0.4857060318
687	0.4856058106
688	0.4855066371
689	0.4853950461
690	0.4852858228
691	0.4852381979
692	0.4851768257
693	0.4850776075
694	0.4849427403
695	0.4848111403
696	0.4847104966
697	0.4846152298
698	0.4844921509
699	0.4843892545
700	0.4842046088
701	0.484164944
702	0.4841115305
703	0.4839822906
704	0.4838739562
705	0.4837207577
706	0.4836415268
707	0.483493745
708	0.4834448446
709	0.4833625227
710	0.4832693327
711	0.4831455072
712	0.4830224206
713	0.4829332716
714	0.4828246542
715	0.4827390126
716	0.4826123287
717	0.4824938875
718	0.4824323317
719	0.4823021518
720	0.4821881392
721	0.4821553397
722	0.4820428915
723	0.4819300271
724	0.4817718368
725	0.48161306
726	0.4815122426
727	0.481356835
728	0.4812222844
729	0.4810647967
730	0.4809125371
731	0.4807939571
732	0.4806755813
733	0.4805933349
734	0.4805256758
735	0.4803712713
736	0.4803023379
737	0.4801403044
738	0.4800232506
739	0.4798865014
740	0.479758373
741	0.4796092113
742	0.4795331469
743	0.479431898
744	0.4793489826
745	0.4792086847
746	0.4790990623
747	0.4789849079
748	0.4789210199
749	0.4788082025
750	0.4786583544
751	0.478562467
752	0.4785375095
753	0.4784542432
754	0.4784034345
755	0.4783185405
756	0.4781948012
757	0.4780837507
758	0.477992697
759	0.4778902286
760	0.4778167249
761	0.4777066552
762	0.4775799369
763	0.4774692803
764	0.4773727572
765	0.4772489938
766	0.4771308249
767	0.4769730435
768	0.4768416648
769	0.4767107276
770	0.4766463685
771	0.4765065902
772	0.4764088096
773	0.4762685098
774	0.4760635908
775	0.4759634926
776	0.4758496634
777	0.4756866685
778	0.4755289384
779	0.4754623834
780	0.4753128552
781	0.4751787008
782	0.4750758315
783	0.4749343509
784	0.4748435507
785	0.4747309784
786	0.4746179756
787	0.4744939291
788	0.4743640046
789	0.4742544185
790	0.4741172267
791	0.474010375
792	0.4739007259
793	0.473783448
794	0.4736860266
795	0.473602791
796	0.4735146676
797	0.473411212
798	0.4733116247
799	0.473186778
800	0.473029065
801	0.4729164337
802	0.4728001821
803	0.4726854307
804	0.4725914497
805	0.4725140465
806	0.4724180278
807	0.4723339957
808	0.4722573376
809	0.472108869
810	0.4720255372
811	0.4719278313
812	0.4718312817
813	0.4717181991
814	0.4716616869
815	0.4715744248
816	0.4714647411
817	0.4713378516
818	0.4712205163
819	0.4711906651
820	0.4710736042
821	0.4709777691
822	0.4708839602
823	0.470817324
824	0.47068131
825	0.4706180242
826	0.4705263748
827	0.4704651919
828	0.4703650401
829	0.4702761734
830	0.4702042102
831	0.4700860312
832	0.4699827003
833	0.4698993247
834	0.4698084487
835	0.4697804972
836	0.4697006919
837	0.4696867913
838	0.4696014249
839	0.4694574491
840	0.4693699016
841	0.469264034
842	0.4692044332
843	0.4691115152
844	0.4690689183
845	0.468984321
846	0.4689163503
847	0.4688360747
848	0.4688219028
849	0.4687553249
850	0.4686801152
851	0.4685916448
852	0.4684698616
853	0.4683646134
854	0.4683182642
855	0.4682519306
856	0.4681458194
857	0.4680501878
858	0.4679215039
859	0.4678448391
860	0.4677336642
861	0.4676811029
862	0.4676143932
863	0.4675273861
864	0.4674110125
865	0.4673228041
866	0.467157845
867	0.4670854296
868	0.466975606
869	0.4668511326
870	0.4667390201
871	0.4666209478
872	0.4664545895
873	0.4663528916
874	0.466222068
875	0.4661418003
876	0.4660727246
877	0.465914969
878	0.4658212444
879	0.4656991863
880	0.4655643693
881	0.4654372757
882	0.4653124126
883	0.4651999773
884	0.4651081368
885	0.4650394838
886	0.4649207057
887	0.464810449
888	0.4646833795
889	0.4646103098
890	0.4645539401
891	0.4644487592
892	0.4643516362
893	0.4642580599
894	0.4641677229
895	0.4640571777
896	0.4640034372
897	0.4639377379
898	0.4638326432
899	0.4636914039
900	0.463591611
901	0.4635600028
902	0.4634447848
903	0.4633067221
904	0.4632315223
905	0.4631219101
906	0.4630610933
907	0.46300121
908	0.4629331657
909	0.4627586568
910	0.4626435594
911	0.4625311522
912	0.4624291208
913	0.4623599578
914	0.4623044078
915	0.4621857447
916	0.4620715317
917	0.4619989891
918	0.461888138
919	0.4618131325
920	0.4617069507
921	0.4616312764
922	0.4615733512
923	0.4614744464
924	0.4614009545
925	0.4613835288
926	0.4613107255
927	0.4612176714
928	0.4611406934
929	0.4610714388
930	0.4609639106
931	0.4608819303
932	0.4608274506
933	0.4606938331
934	0.4605581275
935	0.4604774516
936	0.4603912302
937	0.4603228427
938	0.4602400068
939	0.4601466836
940	0.4600387393
941	0.4599702534
942	0.459870012
943	0.4597842054
944	0.4596914053
945	0.4596343566
946	0.4595532448
947	0.4594851671
948	0.4593757972
949	0.4592460596
950	0.4591558174
951	0.4590596131
952	0.4589574622
953	0.4588895584
954	0.4588150296
955	0.4586961561
956	0.4585863332
957	0.4585245406
958	0.4584254037
959	0.4583441903
960	0.4582773607
961	0.4582080324
962	0.4581216099
963	0.4580450632
964	0.457958436
965	0.4578778561
966	0.45777974
967	0.4576735164
968	0.457541673
969	0.4574229205
970	0.4572844265
971	0.457170591
972	0.4570512851
973	0.4569342487
974	0.4568240188
975	0.4567405609
976	0.4566660427
977	0.4565927467
978	0.4565288319
979	0.4564432201
980	0.4563028363
981	0.4562213117
982	0.456092296
983	0.4560281846
984	0.4559079821
985	0.4557927953
986	0.4557624155
987	0.4556459423
988	0.4555356841
989	0.4554491738
990	0.4553720102
991	0.4552359997
992	0.4551568514
993	0.4550573082
994	0.4549794534
995	0.4549187213
996	0.4548556347
997	0.4547256091
998	0.4546016858
999	0.4545549988
